NAME OF MEDIA,DESCRIPTION & SM,Genre,REACH,Territory,WEBSITE,⛅️,🍎,🎙,🎶,🐥,👍,💃,📸,📹,🤓
Rock On Board,"News, concert coverage, reviews, interviews and everything that happens in the world of rock music. Social Media> 10.1K",,,BRAZIL,,,,,,,,,,,
Update or Die,"News site focused on music, creativity and technology. Social Media: 30.1K",,,BRAZIL,,,,,,,,,,,
Homosensual,Most widely read LGBT portal in spanish in Mexico and Latam. Social Media: 1.5M,,,MÉXICO,,,,,,,,,,,
TeleDiario Argentina,"News and TV media focused on news, politics, culture, entertainment and shows. Social Media: 6K",,,ARGENTINA,,,,,,,,,,,
La Agenda,"Online magazine owned by the city of Buenos Aires, devoted to culture both national and international. Renowed cultural journalists and commentators provide collabrations constantly. Social Media: 14k",,,ARGENTINA,,,,,,,,,,,
,,,,,,,,,,,,,,,
La Nación Chile,"Portal website focused on news, politics, technology, culture, entertainment and more. Social Media: 357K",,,CHILE,,,,,,,,,,,
,,,,,,,,,,,,,,,
Portal Pepper,"Digital site focused on culture, entertainment and marketing. Social Media: 10K",,,BRAZIL,,,,,,,,,,,
Revista Clase,"Digital magazine focused on news, royalty, lifestyle and trends. Social Media: 384K",,,MÉXICO,,,,,,,,,,,
Canal Capital,Public communication system of Bogotá. Social Media: 1.1M,,,COLOMBIA,,,,,,,,,,,
Golden FM 107.9,"Radio station focused on anglo, national and 70´s music until now. Social Media: 9K ",,,ARGENTINA,,,,,,,,,,,
Bolsa de Discos,"Digital Magazine focused on news, reviews, albums, shows and interviews. Social Media: 3.4K",,,BRAZIL,,,,,,,,,,,
Vibe FM,"Popular radio station located in Guadalajara (Is the only radio focused 100% in hits and electronic music in the city). Focused on electronic music, shows, promos and more. Social Media: 6K. #12 in general radio ratings, #4 in B Class, #3 in pop/hits.",,,MÉXICO,,,,,,,,,,,
Guitarload,News and magazine site for guitarists. Social media: 20k,,,BRAZIL,,,,,,,,,,,
Gazeta da Semana,News portal. Social media: 50k,,,BRAZIL,,,,,,,,,,,
Rock Notícias,Rock Notícias brings you the main rock news on a daily basis. Social media: 35K,,,BRAZIL,,,,,,,,,,,
,,,,,,,,,,,,,,,
Somos Grandes,"http://Somosgrandes.org  is a cultural plataform and digital magazine focused con festivals, concerts and the curation of indie playlists all around LATAM. Social Media: 6K",,,LATAM,,,,,,,,,,,
R+ Noticias,Independent platform dedicated to spreading Indie music without sub genre limits. Social Media: 12K,,,MÉXICO,,,,,,,,,,,
Kmagazine,Online magazine focused on Asian culture. Social media: 67K,,,MÉXICO,,,,,,,,,,,
Radio Rock 89 FM,Influential radio station in Sao Paulo that focuses on Rock and Indie Music. Social Media: 2.4M,,,BRAZIL,,,,,,,,,,,
ADN 40,News portal. Social Media: 321K,,,MÉXICO,,,,,,,,,,,
Pudu Música,Music news portal. Social Media: 6.6K,,,CHILE,,,,,,,,,,,
Suco de Manga,Asian pop culture portal. Social Media: 8.2K,,,BRAZIL,,,,,,,,,,,
Cresta Metalica,"Web Magazine, Radio Station Web, Radio Programs and Store, which at the same time provides the services of organization and production of events, media management, press campaigns, community manager, booking and management, established in the city of Caracas , Venezuela. Social Media: 30K",,,VENEZUELA,,,,,,,,,,,
TalCual,"Venezuelan digital newspaper founded by Teodoro Petkoff. News, research, analysis and opinion. Social Media: 200K",,,VENEZUELA,,,,,,,,,,,
,,,,,,,,,,,,,,,
Radio Putzgrilla,Online rock radio. Social media: 10k,,,BRAZIL,,,,,,,,,,,
,,,,,,,,,,,,,,,
Pop Asiático,Online blog about Asian pop culture.,,,BRAZIL,,,,,,,,,,,
El Urbano,"Digital website focused on news, shows and entertainment. Social media: 10K",,,PARAGUAY,,,,,,,,,,,
Norte Digital,Media/ news company located in Ciudad Juárez. Social Media: 2M,,,MÉXICO,,,,,,,,,,,
Radio Oxigeno,Radio station focused on pop and rock classics located in Lima. Social media: 3M,,,PERU,,,,,,,,,,,
Diario Hoy Paraguay,"Newspaper focused on politics, culture, shows and entertainment. Social Media: 1.6M",,,PARAGUAY,,,,,,,,,,,
Heraldo Binario,"Digital space focused on companies, economy and crypto of El Heraldo MX. Social Media: 31K",,,MÉXICO,,,,,,,,,,,
Diario de Cultura,"Newspaper focused on culture, music and entertainment. Social media: 18K",,,ARGENTINA,,,,,,,,,,,
Veritas MX,"Digital website focused on journalism, politics, shows and entertainment. Social media: 1.9M",,,MÉXICO,,,,,,,,,,,
"Roadie Music ",Online music portal. Social Media: 6.3k,,,BRAZIL,,,,,,,,,,,
Radio Sensación 95.5,"It's a radio station in Banderilla, Veracruz. It's known as Sensación and has a pop format.",,,MÉXICO,,,,,,,,,,,
Revista Soon,"Magazine focused on entertainment, shows, trends and artists located in Barranquilla. Social media: 30K",,,COLOMBIA,,,,,,,,,,,
Cadena Politica,"Digital newspaper focused on politics, culture, economy and entertainment. Social Media: 300K",,,MÉXICO,,,,,,,,,,,
La Chispa,"Digital website focused on society, politics, journalism and shows. Social Media: 167K",,,MÉXICO,,,,,,,,,,,
,,,,,,,,,,,,,,,
Escena Indie,Media specialized in music and shows. Social Media: 22K,,,COLOMBIA,,,,,,,,,,,
Intolerante,Music and interview based platform with a focus on new releases. Social Media: 32.2K,,,MÉXICO,,,,,,,,,,,
24 Horas,"Media news company focused on politics, society, culture, trends and shows. Social Media: 9M",,,CHILE,,,,,,,,,,,
Radio Agricultura,Radio and TV with more than 86 years of experience located in Santiago. Social Media: 365K,,,CHILE,,,,,,,,,,,
Cool Music,Online community focused on national and international artists. Social Media: 14K,,,CHILE,,,,,,,,,,,
It Sounds Alternative," Music news outlet focused on new releases, shows, artists and more. Social Media: 40K",,,CHILE,,,,,,,,,,,
Grandes Lanzamientos,Digital site focused on music releases and shows. Social media: 26K,,,COLOMBIA,,,,,,,,,,,
Pulso Magazine,"Podcast, lifestyle, interviews, news, electronic music and more. Social Media: 50K",,,CHILE,,,,,,,,,,,
Ecuavisa,Famous TV channel focused on news and entertainment. Social Media: 8M,,,ECUADOR,,,,,,,,,,,
Quito Informa,Public and government website focused on news about Quito City. Social Media: 86K,,,ECUADOR,,,,,,,,,,,
Ecuador en vivo,,,,ECUADOR,,,,,,,,,,,
Revista Mundo Diners,"Magazine focused on trends, culture, politics, trips and more. Social Media: 17K",,,ECUADOR,,,,,,,,,,,
Kandavu Oficial,Leading company in concerts and shows in Perú. Social Media: 247K,,,PERU,,,,,,,,,,,
Periodico El Guacho:,"Newspaper focused on politics, culture and entertainment. Social media: 12K",,,COSTA RICA,,,,,,,,,,,
LUZU TV,"Entertainment platform based on live streaming with a music focused show. Social Media: 1.2M ",,,ARGENTINA,,,,,,,,,,,
Musica Chilena CL,Website focused on local music and shows. Social media: 128K,,,CHILE,,,,,,,,,,,
Baires no duerme,Digital site focused on Buenos Aires city and entertainment. Social Media: 3K,,,ARGENTINA,,,,,,,,,,,
Rock & Pop,Radio station focused on Rock and indie music.  Social media: 754K,,,CHILE,,,,,,,,,,,
La Clave,News and general interest radio station. Social Media: 234.3K,,,CHILE,,,,,,,,,,,
Colectivo Sonoro,"Digital media foused on music news from Colombia, Latin America and the world. Social Media: 21.3K",,,COLOMBIA,,,,,,,,,,,
Radio Estridente,Independent radio located in CDMX. Social media: 2K,,,MÉXICO,,,,,,,,,,,
Tribuna,Multimedia platform. Social Media: 19.8K,,,MÉXICO,,,,,,,,,,,
Chic Magazine,"#1 social, fashion and lifestyle magazine in Monterrey. Social Media: 95.7K",,,MÉXICO,,,,,,,,,,,
,,,,,,,,,,,,,,,
Atlântida Santa Catalina,"Brazilian Radio. Coverage of over 78% of SC; over 2.3 million listeners on the total network; 850,000 listeners in SC alone; 12.4k listeners per minute;Facebook: more than 1 million likes / Instagram: 158k followers",,,BRAZIL,https://www.atlantidasc.com.br,,,,,,,,,,
El Miope,"Website focused on music, literature, film, dance and more. ",,,VENEZUELA,,,,,,,,,,,
UB Magazine,"Music, entertainment, art and lifestyle magazine. Part of the multimedia portal El Estimulo. Social Media: 127K",,,VENEZUELA,,,,,,,,,marvin,,
Tal Cual,"Venezuelan digital newspaper covering news, reports, investigation, analysis and opinion. Social Media. 1.5M",,,VENEZUELA,,,,,,,,,,,
,,,,,,,,,,,,,,,
Bebe Contempomi,"Argentine journalist, writer and presenter, specialized in music. He hosts a show at radio Mega and has a podcast called Lado BB, and has interviewed artists such as https://es.wikipedia.org/wiki/Paul_McCartney, https://es.wikipedia.org/wiki/Keith_Richards, https://es.wikipedia.org/wiki/Roger_Waters, Rosalia and more. Social Media: 145K",,,ARGENTINA,,,,,,,,,,,
Radio Chilango,"Radio station created by the media outlet Chilango. Based in Mexico City with diverse programs, including a show hosted by Sopitas. Social Media: 42K",,,MÉXICO,,,,,,,,,,,
,,,,,,,,,,,,,,,
Entreterse,"Site focused on movies, series, games and music. Social Media: 9.7k",,,BRAZIL,,,,,,,,,,,
Industria Musical,The leading Spanish-language media outlet for the music industry. Social Media: 25.5 K,,,LATAM,,,,,,,,,,,
TMDQA - Tenho mais discos que amigos,One of the most influential entertainment and music portals in Brazil. 800K visitors/month | 1.2M page views/month Social Media: 383K,,,BRAZIL,,,,,,,,,,,
070,Digital media created by the University of Los Andes. Social Media: 65.5K,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
MIX Radio FM 92.9,"Popular radio station located in Bogotá, focused on pop, electro and more. Social media: 33K",,,COLOMBIA,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Montevideo Portal ( Latido Beat),"Latido Beat is a news section of Montevideo Portal. Latido beat is Focused on music news, videos, concerts, festivals and more. Social Media: 1,3M
",,,URUGUAY,,,,,,,,,,,
Diario La Diaria,"Print and online newspaper focused on culture, music and entertainment. Social media: +900k",,,URUGUAY,,,,,,,,,,,
Rock Achorao,Independent platform focused on culture and sounds of Peru. Social Media: 49K,,,PERU,,,,,,,,,,,
,,,,,,,,,,,,,,,
Diario da Manha,Digital news site. Social Media: 97.5 K,,,BRAZIL,,,,,,,,,,,
Expectador,"Music focused site with reviews, interviews and news sections. They have a reach throughout Latin America, their main audience being Chile, followed by Argentina, Mexico, Peru, and Colombia. They focus on a young audience who loves rock, alternative, pop and indie music. Social Media: 356K",,,CHILE,,,,,,,,,,,
Rock Legacy,"Site focused on music news, releases and concerts. Social Media: 10.6K",,,CHILE,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
So Track Boa,"EDM related content page, with over 870k followers",,,BRAZIL,,,,,,,,,,,
Amantes de Eletronica,"Page focused on electronic music with news, memes, parties and festival coverage Nearly 500k followers",,,BRAZIL,,,,,,,,,,,
Viictoria Vaz,"Festival goer influencer, with over 10M likes on TikTok. https://www.tiktok.com/@viictoriavaz / https://www.instagram.com/viictoriavaz/",,,BRAZIL,,,,,,,,,,,
We in the crowd,"News, shows coverage and reviews. Social Media: 19.1K",,,BRAZIL,,,,,,,,,,,
Music Drops,"Music, concerts, festivals and more. Social Media: 2.9K",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Elle,Local edition of the international fashion magazine. Social Media: 1M,,,BRAZIL,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
TV Globo,Brazilian TV Network owned by media conglomerate https://en.wikipedia.org/wiki/Grupo_Globo. Globo is the largest commercial TV network in Latin America and the second-largest commercial TV network in the world. Social Media: Social Media: 15M,,,BRAZIL,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"Elle ",Local edition of the international fashion magazine. Social Media: 427K,,,MÉXICO,,,,,,,,,,,
L’Officiel,Local edition of the fashion and lifestyle magazine. Social Media: 25.5K,,,CHILE,,,,,,,,,,,
Radio Horizonte,"Public Radio Station belonging to IMER. Dedicated to jazz, related genres and world music. Social Media: 104.7K",,,MÉXICO,,,,,,,,,,,
DiRadio,First radio station in Mexico made by people with various disabilities. Social Media: 3.6K,,,MÉXICO,,,,,,,,,,,
Vogue,The Mexican edition of the world-renowned fashion magazine. Social Media: 1M,,,MÉXICO,,,,,,,,,,,
,,,,,,,,,,,,,,,
Rarozine,Printed and online magazine focused on alternative music. Social media: 9.2k,,,BRAZIL,,,,,,,,,,,
,,,,,,,,,,,,,,,
Público,Online blog about music and entertainment.,,,BRAZIL,,,,,,,,,,,
Faixa Pop,Website about the pop world. Social media: 3.7k,,,BRAZIL,,,,,,,,,,,
Dark Joana,Blogger who writes about music and entertainment. Social media: 22.4k,,,BRAZIL,,,,,,,,,,,
Rap out of context,Outlet focused around rap music and the culture around it. Social Media: 273K,,,BRAZIL,,,,,,,,,,,
Tribuna de Queretaro,Weekly magazine edited by the Faculty of Political and Social Sciences of the UAQ. Social Media: 15.5K,,,MÉXICO,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Classique AR,Radio station focused on music classics. Social media:  18K,,,ARGENTINA,,,,,,,,,,,
Revista Plateia,"Magazine focused on music, culture, fashion and entertainment. Social media: 15 K",,,BRAZIL,,,,,,,,,,,
Playground Mag,"Media with a unique look and feel where pop culture, life on the internet and the most exceptional characters coexist, from music to inclusion and environmentalism to digital rights. Social Media 2.2 M",,,MÉXICO,,,,,,,,,,,
La Sirena,"Media/ news company focused on entertainment, stories, news, sports, facts, music and more. Social media: 630K",,,MÉXICO,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
memelistas,"Memelistas is a very popular influencer, digital creator and music curator from Mexico - Social Media 1M",,,MÉXICO,,,,,,,,,,,
BadHombre,"Men’s fashion, lifstyle and culture magazine. Social Media: 60K",,,MÉXICO,,,,,,,,,,,
BORN MX,Outlet focused on music and the culture around it. They have an interview podcast. Social Media: 40K,,,MÉXICO,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Yaconic,Independent media founded in 2013 that began as a print and digital media. Social Media: 152K YT subscribers: 6K,,,MÉXICO,,,,,,,,,,,
Antologia Radio,"Radio station focused on classics from the 80's, 90's and 2000's. Social Media: 9K ",,,ARGENTINA,,,,,,,,,,,
Musicland CL,Company dedicated to the sale of all audio and video formats. Social media: 11K,,,CHILE,,,,,,,,,,,
Sonidos Ocultos,"Journalistic portal that spreads quality independent bands, they have: News, Compilations, Interviews, Record Reviews. Social Media: 66K",,,CHILE,,,,,,,,,,,
,,,,,,,,,,,,,,,
M Revista de Milenio,"Art, design and culture supplement from Milenio newspaper. Social Media: 52k",,,MÉXICO,,,,,,,,,,,
Programa de indie,"Spotify exclusive music podcast by Igor Muller (@igrmllr) and Bruno Capelas (@noacapelas) ",,,BRAZIL,,,,,,,,,,,
La Coope FM,Radio station from the province of Mendoza. Social Media: 68.7K,,,ARGENTINA,,,,,,,,,,,
Tu Música Hoy,"Argentine digital platform focused on trend, pop, urban music, spotlighting both emerging and established artists from the local and international scenes. Social Media: 12M - YT Subscribers: 1.9 M",,,ARGENTINA,,,,,,,,,,,
DUPLOS,"Media/ news company focus on news. sports, shows, trends and more. Social Media:  119K",,,CHILE,,,,,,,,,,,
"Dark Impala ",Digital magazine focused on musical culture. Social Media: 32.8K,,,MÉXICO,,,,,,,,,,,
Quiero Musica En Mi Idioma,"TV Channel #1 of music. Coverage in Flow, Direct TV, Telered, Telecentro. Social Media: 2M",,,ARGENTINA,,,,,,,,,,,
O Tempo,Newspaper from Brasilia. Social Media: 901K,,,BRAZIL,,,,,,,,,,,
Indie 505,Music news portal. Social Media: 529K,,,MÉXICO,,,,,,,,,,,
IguanaSong,"Digital website focusing on creating a community for music lovers. Shows, artists, entertainment and more. Social media: 25K YT: 1.2K Subscribers",,,CHILE,,,,,,,,,,,
CCP RADIO,Online radio located in Concepcion. Official outlet of Festival Rec. Since 2020. Social Media: 8K,,,CHILE,,,,,,,,,,,
La JuntaPlus,"Media/ News company. The best of urban music, trends, art and culture. Social Media: 630K YT: 108K Subscribers",,,CHILE,,,,,,,,,,,
,,,,,,,,,,,,,,,
Steal The Look,"Online website focused on fashion, lifestyle, skincare, decor and entertainment. Social Media: 872K",,,BRAZIL,,,,,,,,,,,
Mas Random,"TV Show hosted by Ana Saenz on Telehit Musica with real time interactions, dynamics and great guests. Social Media: 694K ",,,MÉXICO,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Primicias,Online news site. Social Media: 2.7M,,,ECUADOR,,,,,,,,,,,
Disconecta,"Independent and collaborative publication that includes news portals, YouTube channels and phonograph records. Social media: 6K YT Subscribers: 5K",,,BRAZIL,,,,,,,,,,,
,,,,,,,,,,,,,,,
Radio Mexiquense,,,,,,,,,,,,,,,
Radio Mexiquense,"Public media, TV and Radio station located in the heart of Mexico City that covers Music, Entertainment and News. Social Media 112K",,,MÉXICO,,,,,,,,,,,
,,,,,,,,,,,,,,,
c67f5670-2877-4d51-b42a-38c8cf20fe31-profile_image-70x70,,,,,,,,,,,,,,,
Musical Touck,"Digital music media outlet. They cover big events and festivals. News, exclusives, vlogs, releases, interviews, and more. Social Media 5K",,,MÉXICO,,,,,,,,,,,
Radio Quien," #1 magazine on entertainment, royalty and Mexican society. Social Media: 2.8M",,,MÉXICO,,,,,,,,,,,
No es FM,"Community of independent music fans and artists from around the world. Founded in Venezuela in 2012, promotes alternative music of all genres and eras through its online radio station and music website. Social Media: 19.2K",,,VENEZUELA,,,,,,,,,,,
Heavy Mextal,Media/ news company focused on the metal world and shows. Social Media: 268K,,,MÉXICO,,,,,,,,,,,
Hypebeast,"Regional extension of the global platform Hypebeast, dedicated to contemporary fashion, art, music, design, and lifestyle. Social media: 80k",,,MÉXICO,,,,,,,,,,,
Buenos Aliens,Electronic news website in Argentina. Social Media 8.5K,Electronic,8.4,ARGENTINA,https://www.google.com/search?q=buenos+aliens&rlz=1C5CHFA_enAR707AR707&oq=buenos+aliens&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQLhiABDIHCAIQABiABDIGCAMQRRhAMgcIBBAAGIAEMgYIBRBFGDwyBggGEEUYPDIGCAcQRRg80gEIMTU3MmowajeoAgCwAgA&sourceid=chrome&ie=UTF-8,,,,,,,,,,
Radio Rea,Radio station in Argentina focused in electronic music.  Social Media: 9.3K,,,ARGENTINA,https://radiorea.com/,,,,,,,,,,
Danzfloor,,,,ARGENTINA,https://www.instagram.com/danzfloor__/?hl=en,,,,,,,,,,
Numéro,French fashion and entertainment magazine established in 1999 and launched in Brazil in 2023 by the Popload Group.,,,BRAZIL,,,,,,,,,,,
,,,,,,,,,,,,,,,
Harper’s Bazaar,Local edition of the fashion and lifestyle magazine. Social Media: 186K,,,MÉXICO,,,,,,,,,,,
Educadora FM,Brazilian radio station covering +55 cities. Social Media: 388K Listenership: 12.1K per minute,,,BRAZIL,,,,,,,,,,,
Melodia Viajera,"Media specialized in music news, festivals and more. Social Media: 11.6K",,,MÉXICO,,,,,,,,,,,
Conexão Magazine,"Portal covering the best news, artists and developments from Brazil and around the world.Social Media: 12.4K ",,,BRAZIL,,,,,,,,,,,
Studio92,"Top 40 music radio station from Lima, Peru. Social Media: 707K",,,PERU,,,,,,,,,,,
El Pais,"Biggest newspaper in Uruguay, founded in 1976, with one of the most prestigious music sections in the country. It features contributions from highly renowned local journalists. Social Media: 1.8 M",,,URUGUAY,,,,,,,,,,,
Fansait,"Digital site focused on News, concerts and fan experiences. Social media: 145K",,,MÉXICO,,,,,,,,,,,
Revista Hibrida,"Independent magazine focused on music, directed especially for the LGBT+ community. Social media: 19.3K",,,BRAZIL,,,,,,,,,,,
Luca Moreira," Brazilian journalist, interviewer and podcaster. Social Media: 306K",,,BRAZIL,,,,,,,,,,,
DeRocanRol MX,"News & media website focused on music, movies, steaming and shows in Guadalajara. Social media: 19.2K",,,MÉXICO,,,,,,,,,,,
Rede Brasil de Televisão,Brazilian television network. Social Media: 58.9K,,,BRAZIL,,,,,,,,,,,
Backstage Mag,"Brazilian magazine focused on entertainment, variety, health & world news. Social Media: 11K",,,BRAZIL,,,,,,,,,,,
"Cartão de Visita: ",News portal. Social Media:22.2K,,,BRAZIL,,,,,,,,,,,
Lúcuma,Digital media outlet specialized in music. Social Media: 27K,,,CHILE,,,,,,,,,,,
El Ciudadano,Outlet focused on Latinamerican news. Social Media: 48.1K,,,LATAM,,,,,,,,,,,
Lo Intelectual de la Música,"Digital media focused on diffusion, covers and interviews with musicians. Social media: 7.6K",,,MÉXICO,,,,,,,,,,,
Energy Mag,"Digital Magazine focused on music, shows, beauty, health and more. Social media: 8.6K",,,BRAZIL,,,,,,,,,,,
Andrezza Barros,"Writer and journalist. Blog focused on information and entertainment. Social media: 10.3K ",,,BRAZIL,,,,,,,,,,,
Jornal Brasilia News,Blog focused on news and entertainment.,,,BRAZIL,,,,,,,,,,,
Baixo Centro," Portal focused on content writing and entertainment production. Social media: 3K YT Subscribers: 1.9K",,,BRAZIL,,,,,,,,,,,
Radio Click Digital,"News portal focused on Music, Shows, Series, TV, Cinema, Theater, Books, Culture, Gaming and Technology. Social Media: 40K",,,ARGENTINA,,,,,,,,,,,
N+,Portal for news in Spanish. Social Media: 1.2M,,,MÉXICO,,,,,,,,,,,
Imprensa,News about Brazil and the world. Social media: 1.3K,,,BRAZIL,,,,,,,,,,,
Lo Intelectual de la Musica," Digital media focused on diffusion, covers and interviews with musicians. Social media: 7.6K",,,MÉXICO,,,,,,,,,,,
Buenaventura en linea, News and media website. Social media: 231K,,,COLOMBIA,,,,,,,,,,,
Skate Places,"Community where skateboarding, culture and diversity meet. Social Media: 23.3k",,,MÉXICO,,,,,,,,,,,
Concierto Punta,Concierto FM became the FM of Punta del Este. It became a unique radio in Uruguay as one of the most populars FMs in the market. Social Media: 10K,,,URUGUAY,,,,,,,,,,,
Norte en Línea,News portal focused on north zone news located in Buenos Aires Province. Social Media: 6.1K,,,ARGENTINA,,,,,,,,,,,
Discolai,Digital Magazine focused on alternative music. Social Media: 7.3K,,,República Dominicana,,,,,,,,,,,
La Bananera,"Independent store, digital distribution and vinyl club in Guatemala. Social Media: 3.5K",,,,,,,,,,,,,,
Musica Eletronica E Vida,,,,BRAZIL,,,,,,,,,,,
,,,,,,,,,,,,,,,
Canal 13,"Canal 13 is a Chilean free-to-air television channel, owned by the Luksic Group's TV Medios holding company, and operated by Secuoya Chile. It began broadcasting on August 21, 1959 on VHF frequency 2 in Santiago, in a transmission led by the Pontifical Catholic University of Chile. Social Media: 10M - YT suscribers: 5.2M",,,CHILE,,,,,,,,,,,
,,,,,,,,,,,,,,,
RBTV,Brazilian news portal. Social media: 59K,,,BRAZIL,,,,,,,,,,,
A Toda Mecha Radio,"Their shows go all over LATAM, 92 countries and more than 74 radio stations, FM and online.",,,CUBA,,,,,,,,,,,
Notthesamo,"A media platform with the mission of translating the global urban fashion, art and lifestyle scene to Brazil in a simple, accessible and objective way. Social Media: 66.8k",,,BRAZIL,,,,,,,,,,,
Hylentino,"Online magazine that focuses on fashion, beauty, culture and cinema. Social media: 106K ",,,BRAZIL,,,,,,,,,,,
FFW,Brazil's leading independent fashion media. Since 2009. Social Media: 372K,,,BRAZIL,,,,,,,,,,,
Mutual MX,"Site with a focus on concerts, music and art. Social Media: 29K",,,MÉXICO,,,,,,,,,,,
Sonoridade Underground,"Musical media that brings reviews, interviews and culture to their public. Social Media: 6.9K",,,BRAZIL,,,,,,,,,,,
Conexão In,"Local news website from Bahia, Brasil. Social Media: 4.2K",,,BRAZIL,,,,,,,,,,,
"El Timbre Suena ","An independent space dedicated to the dissemination of musical events in Guatemala and the world. Social Media: 7k ",,,GUATEMALA,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"JaME World ",Multilingual information site and database on Japanese music. Social media: 8K,,,BRAZIL,,,,,,,,,,,
"Que Agito ",News and events portal with coverage in 14 states. Social media: 26K,,,BRAZIL,,,,,,,,,,,
Cosmopolitan,"The world's best-selling women's magazine, focusing on beauty, fashion and entertainment. Social media: 1M",,,BRAZIL,,,,,,,,,,,
Nation Pop,"Online site focused on entertainment, culture and technology. Social media: 12K",,,BRAZIL,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
La Mega,"One of the most prominent rock radio stations in Argentina, known for its focus on national rock (rock nacional) and a wide range of related genres. Social Media: 950K",,,ARGENTINA,,,,,,,,,,,
Subrayado,"Medio digital de interés social, político, cultural y económico en México. Social Media: 26K",,,MÉXICO,,,,,,,,,,,
El Diario de Juarez,"Newspaper from the city of Juárez, MX. Social Media: 930K",,,MÉXICO,,,,,,,,,,,
Portal Plop,A POP entertainment blog. Social Media: 72K,,,BRAZIL,,,,,,,,,,,
,,,,,,,,,,,,,,,
Marie Claire MX,Local edition of the international fashion & lifestyle magazine. Social Media: 342K,,,MÉXICO,,,,,,,,,,,
HOLA,Mexican edition of the popular Spanish lifestyle and celebrity magazine. Social Media: 1.2K,,,MÉXICO,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Materia Livre,Radio station in the constant lookout for the newest indie trends. Social Media: 270K,,,BRAZIL,,,,,,,,,,,
,,,,,,,,,,,,,,,
Tercer Parlante,"Digital outlet focused on reviews, news, albums, reports, rankings of independent music in Latam. Social media: 41K",,,PERU,,,,,,,,,,,
El Pais Chile,El País is a newspaper founded in 1976. It is written in Spanish although some regional versions use other languages in some supplements. Social Media El Pais Chile: 27K,,,CHILE,,,,,,,,,,,
Urbanda Magazine,Magazine covering regional and urban music as well as lifestyle. Social Media: 87.8K,,,MÉXICO,,,,,,,,,,,
CNN Brasil,One of the biggest news portals in Brazil. Great music and entertainment coverage. YouTube: cnnbrasil | 5.36M followers | 3.2B viewsInstagram: @cnnbrasil | 4.6M followersX: @cnnbrasil | 2.7M followersFacebook: http://fb.me/cnnbrasil | 2M followersTikTok: @cnnbrasil | 1.3M followers,,,BRAZIL,,,,,,,,,,,
Cafe Com Michi,"News and media website focused on asian music, k-pop, j-pop, K-drama movies. Social media: 5.5K",,,BRAZIL,,,,,,,,,,,
Cebola Verde,"Digital platform focused on music, news, shows, gamer world, k-pop, j-pop. Social media: 6.3K",,,BRAZIL,,,,,,,,,,,
El Observatodo,"Newspaper focused on news, politic and entertainment located in La Serena and Coquimbo. Social media: 435K",,,CHILE,,,,,,,,,,,
Revulsion MX,"Digital portal focused on independent, alternative and rock music. Social media: 15.1K",,,MÉXICO,,,,,,,,,,,
Rue X Magazine,Blog focused on new music and shows. Social media: 20K,,,MÉXICO,,,,,,,,,,,
KoreaIN,Digital magazine focused on asian music and culture. K-pop and K-Drama culture. Social media: 480K,,,BRAZIL,,,,,,,,,,,
QUIÉN,"Prominent Mexican media outlet specializing in celebrity news, entertainment, lifestyle, and society. Social Media: 1M",,,MÉXICO,,,,,,,,,,,
Alterno Magazine,"Digital magazine focused on alternative, rock, indie music. 44K",,,MÉXICO,,,,,,,,,,,
El Sampler,"Independent media outlet focused on exploring and spreading Latin American music. They focus on their podcast, blog and social media. They also cover musical events, promote releases, produce content and advertise.",,,ECUADOR,,,,,,,,,,,
En La Nota,"Digital platform focused on dynamic content, interviews, and funny activities for artists. Social Media: 256.3K",,,CHILE,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
